courier_id,city_id,city_name,vehicle_type,status,orders_handled,avg_delivery_time,avg_estimated_sla,avg_shift_earnings,total_earnings,avg_rating_given,avg_acceptance_rate,avg_completion_rate
COU_9_0991,9,Essen,bicycle,inactive,0,0.00,0.00,57.76,750.83,0.00,0.738,0.782
COU_9_0992,9,Essen,bicycle,inactive,0,0.00,0.00,41.57,623.54,0.00,0.736,0.737
COU_9_0993,9,Essen,scooter,churned,0,0.00,0.00,46.11,645.52,0.00,0.746,0.738
COU_9_0994,9,Essen,car,active,0,0.00,0.00,46.86,702.88,0.00,0.727,0.77
COU_9_0996,9,Essen,bike,active,0,0.00,0.00,54.54,763.57,0.00,0.739,0.771
COU_9_0997,9,Essen,bike,suspended,0,0.00,0.00,44.98,719.69,0.00,0.705,0.767
COU_9_0998,9,Essen,bicycle,inactive,0,0.00,0.00,45.42,635.87,0.00,0.733,0.75
COU_9_0999,9,Essen,bike,churned,0,0.00,0.00,44.13,617.87,0.00,0.781,0.729
COU_1_0800,1,Berlin,bike,inactive,0,0.00,0.00,52.69,737.68,0.00,0.801,0.747
COU_1_0801,1,Berlin,bicycle,active,0,0.00,0.00,59.46,951.4,0.00,0.751,0.721
COU_1_0802,1,Berlin,car,suspended,0,0.00,0.00,48.52,727.8,0.00,0.723,0.774
COU_1_0803,1,Berlin,bike,suspended,0,0.00,0.00,49.21,639.71,0.00,0.742,0.776
COU_1_0804,1,Berlin,bicycle,active,0,0.00,0.00,50.41,705.8,0.00,0.749,0.813
COU_1_0805,1,Berlin,bike,suspended,0,0.00,0.00,54.94,988.85,0.00,0.701,0.791
COU_1_0806,1,Berlin,bicycle,suspended,0,0.00,0.00,55.48,943.11,0.00,0.766,0.76
COU_1_0808,1,Berlin,bicycle,inactive,0,0.00,0.00,55.27,773.74,0.00,0.718,0.776
COU_1_0809,1,Berlin,bike,churned,0,0.00,0.00,49.2,836.43,0.00,0.738,0.764
COU_1_0810,1,Berlin,bike,suspended,0,0.00,0.00,52.93,688.03,0.00,0.8,0.783
COU_1_0811,1,Berlin,bike,churned,0,0.00,0.00,52.04,780.63,0.00,0.791,0.794
COU_1_0812,1,Berlin,car,churned,0,0.00,0.00,53.44,855.03,0.00,0.791,0.789
COU_1_0813,1,Berlin,scooter,inactive,0,0.00,0.00,45.82,641.42,0.00,0.728,0.813
COU_1_0814,1,Berlin,scooter,churned,0,0.00,0.00,59.95,779.29,0.00,0.768,0.724
COU_1_0815,1,Berlin,scooter,suspended,0,0.00,0.00,51.37,719.23,0.00,0.801,0.786
COU_1_0816,1,Berlin,car,active,0,0.00,0.00,61.18,856.46,0.00,0.749,0.778
COU_1_0817,1,Berlin,bicycle,suspended,0,0.00,0.00,47.09,565.07,0.00,0.81,0.75
COU_1_0818,1,Berlin,scooter,inactive,0,0.00,0.00,56.34,732.39,0.00,0.722,0.767
COU_1_0819,1,Berlin,bicycle,suspended,0,0.00,0.00,49.63,595.52,0.00,0.745,0.765
COU_1_0820,1,Berlin,bike,active,0,0.00,0.00,59.51,833.19,0.00,0.741,0.742
COU_1_0821,1,Berlin,car,active,0,0.00,0.00,51.47,823.57,0.00,0.761,0.806
COU_1_0822,1,Berlin,bicycle,suspended,0,0.00,0.00,46.21,693.1,0.00,0.76,0.782
COU_1_0823,1,Berlin,bicycle,suspended,0,0.00,0.00,52.23,887.85,0.00,0.742,0.728
COU_1_0824,1,Berlin,scooter,active,0,0.00,0.00,62.44,624.35,0.00,0.717,0.746
COU_1_0825,1,Berlin,scooter,suspended,0,0.00,0.00,50.81,812.94,0.00,0.776,0.831
COU_1_0826,1,Berlin,bicycle,active,0,0.00,0.00,50.4,756,0.00,0.743,0.795
COU_1_0827,1,Berlin,bike,suspended,0,0.00,0.00,49.34,740.09,0.00,0.729,0.773
COU_1_0828,1,Berlin,bike,suspended,0,0.00,0.00,46.86,749.82,0.00,0.728,0.803
COU_1_0829,1,Berlin,car,suspended,0,0.00,0.00,44.73,581.52,0.00,0.785,0.779
COU_1_0830,1,Berlin,scooter,suspended,0,0.00,0.00,40.07,601,0.00,0.759,0.744
COU_1_0831,1,Berlin,bike,active,0,0.00,0.00,44.5,445,0.00,0.733,0.815
COU_1_0832,1,Berlin,scooter,churned,0,0.00,0.00,49.12,835.11,0.00,0.716,0.781
COU_1_0833,1,Berlin,bike,active,0,0.00,0.00,45.99,735.84,0.00,0.698,0.777
COU_1_0834,1,Berlin,bicycle,churned,0,0.00,0.00,49.12,834.99,0.00,0.768,0.776
COU_1_0835,1,Berlin,bike,suspended,0,0.00,0.00,45.95,597.33,0.00,0.735,0.733
COU_1_0837,1,Berlin,bicycle,churned,0,0.00,0.00,48.54,776.6,0.00,0.728,0.8
COU_1_0838,1,Berlin,car,inactive,0,0.00,0.00,53.53,910.08,0.00,0.72,0.837
COU_1_0839,1,Berlin,bicycle,inactive,0,0.00,0.00,47.93,527.24,0.00,0.771,0.735
COU_1_0841,1,Berlin,scooter,active,0,0.00,0.00,52.56,578.13,0.00,0.769,0.738
COU_1_0842,1,Berlin,scooter,churned,0,0.00,0.00,43.87,657.99,0.00,0.77,0.8
COU_1_0843,1,Berlin,bike,inactive,0,0.00,0.00,48,576.02,0.00,0.748,0.735
COU_1_0844,1,Berlin,bike,inactive,0,0.00,0.00,42.69,683.05,0.00,0.75,0.784
COU_1_0845,1,Berlin,bike,active,0,0.00,0.00,56.19,955.19,0.00,0.768,0.815
COU_1_0846,1,Berlin,car,inactive,0,0.00,0.00,51.5,566.54,0.00,0.718,0.768
COU_1_0847,1,Berlin,car,active,0,0.00,0.00,60.9,730.85,0.00,0.767,0.78
COU_1_0848,1,Berlin,bicycle,churned,0,0.00,0.00,49.95,849.22,0.00,0.757,0.808
COU_1_0849,1,Berlin,scooter,churned,0,0.00,0.00,58.43,818.04,0.00,0.775,0.784
COU_1_0850,1,Berlin,scooter,active,0,0.00,0.00,51.29,871.9,0.00,0.745,0.778
COU_1_0851,1,Berlin,scooter,active,0,0.00,0.00,48.82,781.07,0.00,0.74,0.776
COU_1_0852,1,Berlin,bike,inactive,0,0.00,0.00,39.66,515.57,0.00,0.763,0.769
COU_1_0853,1,Berlin,bike,suspended,0,0.00,0.00,50.09,651.14,0.00,0.767,0.774
COU_1_0854,1,Berlin,bike,active,0,0.00,0.00,44.72,805.03,0.00,0.787,0.749
COU_1_0855,1,Berlin,bike,active,0,0.00,0.00,59.13,827.81,0.00,0.73,0.741
COU_1_0856,1,Berlin,bike,active,0,0.00,0.00,53.52,642.3,0.00,0.709,0.795
COU_1_0857,1,Berlin,car,suspended,0,0.00,0.00,47.98,719.75,0.00,0.703,0.801
COU_1_0858,1,Berlin,scooter,suspended,0,0.00,0.00,48.83,732.46,0.00,0.769,0.775
COU_1_0859,1,Berlin,car,churned,0,0.00,0.00,64.72,841.36,0.00,0.758,0.777
COU_1_0860,1,Berlin,scooter,suspended,0,0.00,0.00,63.54,889.51,0.00,0.731,0.74
COU_1_0861,1,Berlin,bicycle,churned,0,0.00,0.00,56.34,676.1,0.00,0.728,0.744
COU_1_0862,1,Berlin,bicycle,active,0,0.00,0.00,48.5,582.06,0.00,0.753,0.809
COU_1_0863,1,Berlin,scooter,active,0,0.00,0.00,54.93,768.96,0.00,0.792,0.785
COU_1_0864,1,Berlin,bicycle,churned,0,0.00,0.00,53.64,643.74,0.00,0.704,0.77
COU_1_0865,1,Berlin,car,churned,0,0.00,0.00,38.43,614.81,0.00,0.764,0.731
COU_1_0866,1,Berlin,scooter,inactive,0,0.00,0.00,56.29,788.09,0.00,0.754,0.786
COU_1_0867,1,Berlin,bicycle,suspended,0,0.00,0.00,48.96,489.57,0.00,0.822,0.754
COU_1_0868,1,Berlin,scooter,suspended,0,0.00,0.00,59.04,708.42,0.00,0.739,0.769
COU_1_0869,1,Berlin,car,suspended,0,0.00,0.00,46.48,836.59,0.00,0.766,0.806
COU_1_0870,1,Berlin,bike,suspended,0,0.00,0.00,45.02,585.32,0.00,0.68,0.751
COU_1_0872,1,Berlin,bicycle,active,0,0.00,0.00,56.74,737.57,0.00,0.744,0.811
COU_1_0873,1,Berlin,scooter,suspended,0,0.00,0.00,49.39,790.23,0.00,0.745,0.783
COU_1_0874,1,Berlin,bicycle,suspended,0,0.00,0.00,44.79,582.26,0.00,0.774,0.795
COU_1_0875,1,Berlin,scooter,active,0,0.00,0.00,51.33,821.31,0.00,0.718,0.753
COU_1_0876,1,Berlin,bicycle,suspended,0,0.00,0.00,52.3,836.73,0.00,0.77,0.777
COU_1_0877,1,Berlin,scooter,suspended,0,0.00,0.00,46.65,559.76,0.00,0.77,0.787
COU_1_0878,1,Berlin,bike,inactive,0,0.00,0.00,45.5,682.5,0.00,0.728,0.798
COU_1_0879,1,Berlin,car,inactive,0,0.00,0.00,58.1,987.63,0.00,0.72,0.717
COU_1_0880,1,Berlin,bicycle,active,0,0.00,0.00,45.92,642.85,0.00,0.757,0.779
COU_1_0881,1,Berlin,bicycle,inactive,0,0.00,0.00,56.77,397.37,0.00,0.785,0.783
COU_1_0882,1,Berlin,bike,suspended,0,0.00,0.00,51.05,612.58,0.00,0.742,0.753
COU_1_0883,1,Berlin,car,active,0,0.00,0.00,59.59,953.5,0.00,0.762,0.81
COU_1_0884,1,Berlin,bicycle,churned,0,0.00,0.00,54.72,766.06,0.00,0.726,0.774
COU_1_0885,1,Berlin,scooter,active,0,0.00,0.00,56.97,854.52,0.00,0.749,0.748
COU_1_0886,1,Berlin,car,churned,0,0.00,0.00,44.45,577.85,0.00,0.766,0.758
COU_1_0887,1,Berlin,car,active,0,0.00,0.00,60.56,908.47,0.00,0.742,0.757
COU_1_0888,1,Berlin,bike,churned,0,0.00,0.00,55.36,830.46,0.00,0.719,0.829
COU_1_0889,1,Berlin,car,inactive,0,0.00,0.00,48.73,779.73,0.00,0.763,0.748
COU_1_0890,1,Berlin,bike,churned,0,0.00,0.00,47.31,662.33,0.00,0.744,0.798
COU_1_0891,1,Berlin,car,inactive,0,0.00,0.00,58.06,812.85,0.00,0.742,0.761
COU_1_0893,1,Berlin,bicycle,active,0,0.00,0.00,63.01,945.2,0.00,0.752,0.774
COU_1_0894,1,Berlin,bike,active,0,0.00,0.00,50.56,707.85,0.00,0.773,0.806
COU_1_0895,1,Berlin,scooter,inactive,0,0.00,0.00,49.29,739.37,0.00,0.714,0.76
COU_1_0897,1,Berlin,car,active,0,0.00,0.00,47.15,612.99,0.00,0.741,0.774
COU_1_0898,1,Berlin,scooter,active,0,0.00,0.00,52.39,785.89,0.00,0.727,0.724
COU_1_0899,1,Berlin,car,suspended,0,0.00,0.00,57.28,916.47,0.00,0.724,0.744
COU_1_0900,1,Berlin,car,suspended,0,0.00,0.00,49.12,638.6,0.00,0.792,0.781
COU_1_0901,1,Berlin,bike,suspended,0,0.00,0.00,50.18,802.94,0.00,0.747,0.754
COU_1_0902,1,Berlin,scooter,inactive,0,0.00,0.00,61.47,1167.91,0.00,0.737,0.756
COU_1_0903,1,Berlin,scooter,suspended,0,0.00,0.00,50.98,611.79,0.00,0.725,0.778
COU_1_0904,1,Berlin,scooter,suspended,0,0.00,0.00,40.06,600.84,0.00,0.755,0.732
COU_1_0905,1,Berlin,scooter,active,0,0.00,0.00,57.62,864.35,0.00,0.745,0.775
COU_1_0906,1,Berlin,scooter,suspended,0,0.00,0.00,44.99,764.8,0.00,0.729,0.777
COU_1_0907,1,Berlin,bicycle,suspended,0,0.00,0.00,52.61,789.16,0.00,0.799,0.752
COU_1_0908,1,Berlin,bike,inactive,0,0.00,0.00,54.09,757.29,0.00,0.781,0.798
COU_1_0910,1,Berlin,scooter,active,0,0.00,0.00,48.82,683.45,0.00,0.721,0.792
COU_1_0911,1,Berlin,car,suspended,0,0.00,0.00,48.3,627.84,0.00,0.715,0.81
COU_1_0913,1,Berlin,car,suspended,0,0.00,0.00,52.94,899.92,0.00,0.748,0.723
COU_1_0914,1,Berlin,bicycle,suspended,0,0.00,0.00,51.08,766.17,0.00,0.758,0.785
COU_1_0915,1,Berlin,car,inactive,0,0.00,0.00,63.36,823.64,0.00,0.737,0.787
COU_1_0916,1,Berlin,bike,churned,0,0.00,0.00,54.37,761.13,0.00,0.736,0.744
COU_1_0917,1,Berlin,car,churned,0,0.00,0.00,47.8,716.98,0.00,0.768,0.778
COU_1_0919,1,Berlin,car,active,0,0.00,0.00,54.74,930.6,0.00,0.723,0.782
COU_1_0920,1,Berlin,bicycle,active,0,0.00,0.00,57.07,684.8,0.00,0.644,0.753
COU_1_0921,1,Berlin,bicycle,churned,0,0.00,0.00,67.63,1082.04,0.00,0.77,0.729
COU_1_0923,1,Berlin,bicycle,suspended,0,0.00,0.00,51.96,675.42,0.00,0.757,0.76
COU_1_0924,1,Berlin,bike,active,0,0.00,0.00,54.91,713.89,0.00,0.713,0.744
COU_1_0925,1,Berlin,bike,active,0,0.00,0.00,58.6,937.57,0.00,0.765,0.806
COU_1_0926,1,Berlin,scooter,churned,0,0.00,0.00,66.7,800.4,0.00,0.641,0.777
COU_1_0927,1,Berlin,scooter,suspended,0,0.00,0.00,64.16,962.38,0.00,0.756,0.735
COU_1_0928,1,Berlin,bike,active,0,0.00,0.00,60.85,608.5,0.00,0.776,0.79
COU_1_0929,1,Berlin,bike,inactive,0,0.00,0.00,48.39,580.62,0.00,0.769,0.758
COU_1_0930,1,Berlin,car,churned,0,0.00,0.00,46.94,704.03,0.00,0.754,0.78
COU_1_0931,1,Berlin,bicycle,active,0,0.00,0.00,47.02,799.31,0.00,0.741,0.756
COU_1_0932,1,Berlin,bicycle,suspended,0,0.00,0.00,51.23,717.24,0.00,0.731,0.755
COU_1_0933,1,Berlin,bicycle,suspended,0,0.00,0.00,52.18,887.14,0.00,0.752,0.803
COU_1_0934,1,Berlin,bike,active,0,0.00,0.00,51.45,720.35,0.00,0.758,0.799
COU_1_0935,1,Berlin,scooter,active,0,0.00,0.00,54.67,820.05,0.00,0.757,0.788
COU_1_0936,1,Berlin,car,inactive,0,0.00,0.00,52.74,896.56,0.00,0.734,0.786
COU_1_0937,1,Berlin,scooter,suspended,0,0.00,0.00,57.37,803.17,0.00,0.789,0.755
COU_1_0939,1,Berlin,bicycle,suspended,0,0.00,0.00,63.21,1011.39,0.00,0.733,0.767
COU_1_0940,1,Berlin,bicycle,churned,0,0.00,0.00,56.75,794.45,0.00,0.772,0.781
COU_1_0941,1,Berlin,car,inactive,0,0.00,0.00,53.56,803.46,0.00,0.669,0.755
COU_1_0942,1,Berlin,bike,churned,0,0.00,0.00,47.27,661.84,0.00,0.756,0.799
COU_1_0943,1,Berlin,bike,suspended,0,0.00,0.00,50.49,807.8,0.00,0.74,0.804
COU_1_0944,1,Berlin,scooter,churned,0,0.00,0.00,48.41,726.15,0.00,0.71,0.79
COU_1_0945,1,Berlin,car,inactive,0,0.00,0.00,61.75,864.55,0.00,0.688,0.771
COU_1_0946,1,Berlin,bicycle,active,0,0.00,0.00,53.66,697.55,0.00,0.754,0.776
COU_1_0947,1,Berlin,scooter,churned,0,0.00,0.00,45.51,728.23,0.00,0.758,0.765
COU_1_0948,1,Berlin,scooter,suspended,0,0.00,0.00,50.4,907.19,0.00,0.721,0.754
COU_1_0949,1,Berlin,scooter,suspended,0,0.00,0.00,49.53,891.48,0.00,0.78,0.765
COU_1_0950,1,Berlin,bike,inactive,0,0.00,0.00,50.1,701.44,0.00,0.753,0.795
COU_1_0951,1,Berlin,car,active,0,0.00,0.00,46.27,555.3,0.00,0.734,0.726
COU_1_0952,1,Berlin,scooter,churned,0,0.00,0.00,42.26,507.1,0.00,0.755,0.764
COU_1_0953,1,Berlin,bike,inactive,0,0.00,0.00,44.62,580.11,0.00,0.701,0.767
COU_1_0954,1,Berlin,bicycle,active,0,0.00,0.00,60.78,729.4,0.00,0.741,0.801
COU_1_0955,1,Berlin,scooter,suspended,0,0.00,0.00,45.73,548.78,0.00,0.742,0.725
COU_1_0956,1,Berlin,scooter,suspended,0,0.00,0.00,58.05,812.65,0.00,0.735,0.747
COU_1_0957,1,Berlin,bicycle,active,0,0.00,0.00,52.38,785.7,0.00,0.779,0.793
COU_1_0958,1,Berlin,bike,suspended,0,0.00,0.00,45.74,548.84,0.00,0.747,0.803
COU_1_0959,1,Berlin,scooter,churned,0,0.00,0.00,56.06,728.78,0.00,0.71,0.809
COU_1_0960,1,Berlin,bike,active,0,0.00,0.00,42.72,512.61,0.00,0.833,0.723
COU_1_0961,1,Berlin,bike,inactive,0,0.00,0.00,52.02,624.24,0.00,0.719,0.712
COU_1_0962,1,Berlin,scooter,active,0,0.00,0.00,54.44,925.56,0.00,0.75,0.759
COU_1_0964,1,Berlin,car,churned,0,0.00,0.00,48.01,576.08,0.00,0.771,0.794
COU_1_0965,1,Berlin,scooter,suspended,0,0.00,0.00,52.58,578.37,0.00,0.806,0.763
COU_1_0966,1,Berlin,bicycle,active,0,0.00,0.00,50.02,750.34,0.00,0.77,0.814
COU_1_0967,1,Berlin,bicycle,active,0,0.00,0.00,45.55,728.75,0.00,0.765,0.729
COU_1_0968,1,Berlin,car,inactive,0,0.00,0.00,46.98,751.71,0.00,0.735,0.793
COU_1_0969,1,Berlin,car,active,0,0.00,0.00,62.12,869.68,0.00,0.673,0.788
COU_1_0970,1,Berlin,car,active,0,0.00,0.00,55.37,664.47,0.00,0.774,0.773
COU_1_0971,1,Berlin,bike,active,0,0.00,0.00,61.73,802.55,0.00,0.756,0.784
COU_1_0972,1,Berlin,bicycle,churned,0,0.00,0.00,45.67,730.72,0.00,0.784,0.77
COU_1_0973,1,Berlin,bicycle,churned,0,0.00,0.00,56.11,897.74,0.00,0.758,0.787
COU_1_0974,1,Berlin,scooter,inactive,0,0.00,0.00,53.3,692.84,0.00,0.757,0.788
COU_1_0975,1,Berlin,car,churned,0,0.00,0.00,46.04,736.72,0.00,0.715,0.804
COU_1_0976,1,Berlin,scooter,churned,0,0.00,0.00,48.44,823.48,0.00,0.777,0.747
COU_1_0977,1,Berlin,car,suspended,0,0.00,0.00,48.63,778.13,0.00,0.748,0.762
COU_1_0978,1,Berlin,scooter,active,0,0.00,0.00,55.62,778.64,0.00,0.734,0.84
COU_1_0979,1,Berlin,bike,churned,0,0.00,0.00,44.71,581.25,0.00,0.832,0.798
COU_1_0980,1,Berlin,bicycle,suspended,0,0.00,0.00,50.73,710.23,0.00,0.72,0.768
COU_1_0981,1,Berlin,scooter,churned,0,0.00,0.00,40.62,528.01,0.00,0.737,0.799
COU_1_0982,1,Berlin,bike,active,0,0.00,0.00,48.15,625.9,0.00,0.753,0.781
COU_1_0983,1,Berlin,car,active,0,0.00,0.00,61.46,799,0.00,0.792,0.803
COU_1_0984,1,Berlin,car,active,0,0.00,0.00,41.68,541.84,0.00,0.804,0.808
COU_1_0985,1,Berlin,bicycle,active,0,0.00,0.00,60.08,781.09,0.00,0.795,0.792
COU_1_0986,1,Berlin,scooter,inactive,0,0.00,0.00,52.28,836.41,0.00,0.729,0.769
COU_1_0988,1,Berlin,car,inactive,0,0.00,0.00,44.32,487.54,0.00,0.694,0.761
COU_1_0989,1,Berlin,scooter,active,0,0.00,0.00,63.38,950.76,0.00,0.682,0.766
COU_1_0990,1,Berlin,bicycle,inactive,0,0.00,0.00,50.65,759.75,0.00,0.744,0.824
COU_1_0991,1,Berlin,bike,active,0,0.00,0.00,59.53,714.32,0.00,0.742,0.783
COU_1_0992,1,Berlin,bicycle,churned,0,0.00,0.00,52,624.03,0.00,0.718,0.828
COU_1_0993,1,Berlin,bicycle,active,0,0.00,0.00,45.59,683.9,0.00,0.728,0.77
COU_1_0994,1,Berlin,scooter,inactive,0,0.00,0.00,56.93,740.03,0.00,0.812,0.771
COU_1_0995,1,Berlin,bicycle,inactive,0,0.00,0.00,50.45,655.79,0.00,0.767,0.785
COU_1_0996,1,Berlin,scooter,active,0,0.00,0.00,45.21,723.39,0.00,0.715,0.768
COU_1_0997,1,Berlin,scooter,suspended,0,0.00,0.00,49.12,884.24,0.00,0.751,0.808
COU_1_0998,1,Berlin,scooter,active,0,0.00,0.00,56.7,850.57,0.00,0.763,0.774
COU_1_0999,1,Berlin,bike,inactive,0,0.00,0.00,42.64,596.91,0.00,0.796,0.731
COU_10_0800,10,Leipzig,bike,churned,0,0.00,0.00,53.62,857.91,0.00,0.767,0.768
COU_10_0801,10,Leipzig,bicycle,active,0,0.00,0.00,43.03,516.32,0.00,0.757,0.811
COU_10_0802,10,Leipzig,scooter,churned,0,0.00,0.00,44.14,617.96,0.00,0.719,0.732
COU_10_0803,10,Leipzig,car,suspended,0,0.00,0.00,40.93,450.27,0.00,0.808,0.735
COU_10_0804,10,Leipzig,scooter,active,0,0.00,0.00,52.26,836.08,0.00,0.778,0.79
COU_10_0805,10,Leipzig,car,suspended,0,0.00,0.00,46.6,745.62,0.00,0.764,0.782
COU_10_0806,10,Leipzig,car,suspended,0,0.00,0.00,52.53,735.36,0.00,0.747,0.774
COU_10_0807,10,Leipzig,bicycle,churned,0,0.00,0.00,56.07,616.76,0.00,0.734,0.741
COU_10_0808,10,Leipzig,scooter,suspended,0,0.00,0.00,57.78,808.93,0.00,0.759,0.76
COU_10_0809,10,Leipzig,car,active,0,0.00,0.00,43.03,559.39,0.00,0.771,0.83
COU_10_0810,10,Leipzig,scooter,inactive,0,0.00,0.00,65.37,653.66,0.00,0.765,0.787
COU_10_0811,10,Leipzig,bicycle,churned,0,0.00,0.00,48.77,829.12,0.00,0.767,0.758
COU_10_0812,10,Leipzig,bicycle,active,0,0.00,0.00,60.72,789.42,0.00,0.747,0.816
COU_10_0813,10,Leipzig,bike,churned,0,0.00,0.00,53.21,851.31,0.00,0.74,0.775
COU_10_0814,10,Leipzig,scooter,inactive,0,0.00,0.00,47.38,805.38,0.00,0.75,0.765
COU_10_0815,10,Leipzig,scooter,active,0,0.00,0.00,44.49,667.34,0.00,0.758,0.808
COU_10_0816,10,Leipzig,bicycle,suspended,0,0.00,0.00,56.03,728.38,0.00,0.734,0.794
COU_10_0817,10,Leipzig,bike,active,0,0.00,0.00,56.89,682.73,0.00,0.759,0.772
COU_10_0818,10,Leipzig,bike,active,0,0.00,0.00,62.23,809,0.00,0.776,0.768
COU_10_0819,10,Leipzig,bicycle,churned,0,0.00,0.00,50.54,859.26,0.00,0.796,0.779
COU_10_0820,10,Leipzig,car,inactive,0,0.00,0.00,61.35,674.83,0.00,0.768,0.777
